title,id,price,condition,availability,channel,feed label,language,additional image link,all clicks,brand,description,image link,link,rating average,rating count,shipping(country),new_title,meta_description,image_alt
Sugarlands Appalachian Eggo Brunch Sippin Cream,64909f643eae92430e127036,19.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,1,Sugarlands,"Inspired by classic brunch flavors, this rich and delicious creamy liqueur seamlessly blends the flavors of toasted Eggo waffles, sweet maple syrup and rich butter, with a hint of smoky bacon thanks to the artistry of the experts at Sugarlands. Plus, this brunch-inspired alcoholic liqueur pairs perfectly with Eggo waffles to elevate any brunch occasion. Mom and dad, this one is made specially for you. Brunch is more than a trending meal – it’s a moment to kick back and relax. In fact, 47% of adults say it feels like a treat to go out for brunch. So Eggo, a long-time breakfast favorite brand dedicated to helping parents embrace small wins, enlisted the help of Sugarlands, so parents can L’Eggo and enjoy that “treat yourself” feeling brunch evokes, all year long. “Between the juggle of constantly changing schedules, household errands, family outings or busy workdays this feel-good Eggo-inspired liqueur is the perfect treat.",https://cityhive-production-cdn.cityhive.net/products/654277a4fbf50c799dcfc941/large.png,https://legacywineandliquor.com/shop/product/sugarlands-appalachian-eggo-brunch-sippin-cream/64909f643eae92430e127036?option-id=25aaa24f875fff60ef15e4433869ffcd7bdf937c11554353a38aa39b20cbc994,,,US,Sugarlands Eggo Brunch Cream Liqueur - Maple & Bacon Flavor,,"Meta: Discover Sugarlands' Eggo Brunch Cream Liqueur. Indulge in maple, bacon, and waffle flavors. Treat yourself today! Shop now at Sugarlands."
New Amsterdam Red Berry Flavored Vodka,5739f6a169702d19663b2600,6.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/68401f2aeb407220bdd66e37/large.png?format=square,0,New Amsterdam,"New Amsterdam Red Berry Flavored Vodka is five times distilled and three times filtered for a clean, crisp taste that's rounded out with notes of raspberries, strawberries, blackberries, boysenberries and a touch of lime zest. New Amsterdam Red Berry vodka is refreshing and ideal for vodka cocktails, and it's smooth enough to be enjoyed over ice. This vodka 1.75 L bottle is perfect for parties and entertaining. New Amsterdam's commitment to excellence and premium processes have made it an award winning vodka. Awarded 90 points from The Tasting Panel, 2016.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/new-amsterdam-red-berry-flavored-vodka/5739f6a169702d19663b2600?option-id=3163eb9ee2489f7fdd9255d76f04addf4b26930b5cf74b08e0b4765984edb61f,5.0,1.0,US,"New Amsterdam Red Berry Vodka - Smooth, Fruity, Award-Winning",,"Meta: Discover New Amsterdam Red Berry Vodka. Enjoy crisp, berry flavors in cocktails or on ice. Order now for a refreshing experience!"
Prati by Louis M. Martini Sonoma County Cabernet Sauvignon Red Wine,56c3371469702d27ed700200,20.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/68401ac0a0d09d638a53687c/large.png?format=square,0,Prati By Louis M. Martini,"Prati by Louis M. Martini Cabernet Sauvignon Red Wine is a rich burgundy color and has deep layers of blackberry, black cherries and black currant aromas. The fruit tones are framed by sweet herbs, licorice and toasted vanilla. Rich, complex and superbly balanced, this full bodied red wine has an expansive mid palate and a long, elegant finish. Enjoy this distinct Cabernet wine on its own or paired with a rich steak or bold cheese.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/prati-by-louis-m-martini-sonoma-county-cabernet-sauvignon-red-wine/56c3371469702d27ed700200?option-id=1d8bea0ae64bff21c6ddbbb2d2d4221d1169f6d5c3c7156c6487c8d3d21a15d2,3.9,15.0,US,Sonoma County Cabernet Sauvignon - Prati by Louis M. Martini Wine,"Discover Prati by Louis M. Martini Cabernet Sauvignon. Rich, bold flavors await. Order now for a taste of Sonoma's finest!",Prati by Louis M. Martini Sonoma County Cabernet Sauvignon Wine Bottle
New Amsterdam Mango Vodka,57aa3e9469702d1fad7aab01,20.99 USD,new,out of stock,Online,US,en,,0,New Amsterdam Stratusphere Gin,"New Amsterdam Mango Flavored Vodka is five times distilled and three times filtered for a clean, crisp taste with notes of fresh, juicy mango and layers of tropical fruit, papaya and passion fruit. New Amsterdam mango vodka is smooth enough to drink straight or mixed in to your favorite vodka cocktails. New Amsterdam flavored vodkas are crafted using our award winning original 80-proof vodka. Awarded 92 points from The Tasting Panel, 2016.",https://cityhive-production-cdn.cityhive.net/products/61391750e693d63315c28926/large.png?format=square,https://legacywineandliquor.com/shop/product/new-amsterdam-mango-vodka/57aa3e9469702d1fad7aab01?option-id=d06f2aa175478c3fcca84a7ae5d35f3f132db7f93c8a6567f817ef3d567e263a,5.0,1.0,US,New Amsterdam Mango Vodka - Tropical Flavored Spirit,,"Meta: Discover New Amsterdam Mango Vodka. Enjoy a smooth, tropical taste. Shop now for a refreshing cocktail experience with New Amsterdam."
Fever Tree Pink Grapefruit Bottles,5e50276ce220be75a50c536a,5.99 USD,new,in stock,Online,US,en,,1,,"Retrieved from fever-tree.com: A delicious soda made with a refreshing upfront burst of fresh grapefruit, carefully balanced with soft pink grapefruit floral notes. The perfect levels of carbonation provide a rounded base which complements the best premium tequilas and vodkas for a refreshing, light spritz. Non-GMO certified. Naturally sourced ingredients. No artificial sweeteners or colors. We use naturally sourced ingredients to achieve the perfectly balanced, bitter-yet-sweet flavor with fresh and floral notes, showcasing the very best that pink grapefruit has to offer.",https://cityhive-production-cdn.cityhive.net/products/60012ca5f32f802444a6304c/large.png?format=square,https://legacywineandliquor.com/shop/product/fever-tree-pink-grapefruit-bottles/5e50276ce220be75a50c536a?option-id=23a8fa3935817f1116aa1a387e06763fe74f7b4a9a4f21e818907d00fd85927d,5.0,1.0,US,"Refreshing Pink Grapefruit Soda - Fever Tree (Non-GMO, Natural)",,"Meta: Discover Fever Tree's Pink Grapefruit Soda. Perfectly balanced, non-GMO, and natural. Elevate your cocktails today!"
Quady Electra Rose Moscato,5d0d00688f0b8606dd745dbf,13.99 USD,new,in stock,Online,US,en,,1,Quady,"Its lustrous coral pink hue comes from the Black Muscat grape, combined with Orange Muscat and Muscat Canelli, and tastes of strawberries and dragon fruit.",https://cityhive-production-cdn.cityhive.net/products/65d015ffc4eaf30476d51a68/large.png?format=square,https://legacywineandliquor.com/shop/product/quady-electra-rose-moscato/5d0d00688f0b8606dd745dbf?option-id=e48f2e4a570e21325e3998d9143b2a39fb245b95d5014571138262846b320bbc,,,US,Quady Electra Rose Moscato Wine - Sweet & Fruity,,Meta: Discover Quady Electra Rose Moscato at [Brand]. Enjoy vibrant strawberry and dragon fruit notes. Shop now for a delightful taste experience!
Jack Daniel's Tennessee Whiskey,5963c9aa355d09367672c6ae,39.99 USD,new,out of stock,Online,US,en,,0,,"Get Jack Daniel's Tennessee Whiskey from Legacy Wine and Liquor, Sanford, FL for $39.99",https://cityhive-production-cdn.cityhive.net/products/60c3b89d6fc54e7cc587b241/large.png?format=square,https://legacywineandliquor.com/shop/product/jack-daniels-tennessee-whiskey/5963c9aa355d09367672c6ae?option-id=ffdb681274250d8174a50da7c24d83651cef5be7cbbfe8e0e70e6f60b7b4aca9,5.0,1.0,US,Jack Daniel's Tennessee Whiskey - Buy Online at Legacy Wine,,Meta: Discover Jack Daniel's Tennessee Whiskey at Legacy Wine & Liquor. Shop now for $39.99 and enjoy premium taste. Order today!
Dusse VSOP Cognac Flask,6545a42c4f104122e3270d91,35.99 USD,new,in stock,Online,US,en,,0,D'usse,"Get Dusse VSOP Cognac Flask from Legacy Wine and Liquor, Sanford, FL for $35.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/dusse-cognac-vsop-flask/6545a42c4f104122e3270d91?option-id=1b3aaeb1d5d512e0d63add1dd99d07527303ad67a075eeeffb0fcc007036620d,,,US,Buy Dusse VSOP Cognac Flask Online - Premium Spirits,Discover Dusse VSOP Cognac Flask at Legacy Wine and Liquor. Order now for $35.99 and enjoy premium quality.,Dusse VSOP Cognac Flask available at Legacy Wine and Liquor
Red Bull Coconut Berry,5cd762053deb3425ef5b5132,2.49 USD,new,in stock,Online,US,en,"https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://cityhive-production-cdn.cityhive.net/products/5c8aef0caad67d134a340f7f/large.png?format=square",0,Red Bull,"Red Bull Energy Drink is a functional beverage with a unique combination of ingredients. It has been specially developed for times of increased mental and physical exertion. Red Bull supplies tired minds and exhausted bodies with lost substances. It provides immediate energy and vitamins, vitalizing body and mind. It increases performance, concentration and reaction speed, improves vigilance and emotional status and stimulates metabolism. Red Bull’s effects are appreciated throughout the world by top athletes, busy professionals, active students and drivers on long journeys. Basically, “Red Bull Gives you Wings.”",https://cityhive-production-cdn.cityhive.net/products/5c8aef0caad67d134a340f7f/large.png,https://legacywineandliquor.com/shop/product/red-bull-coconut-berry/5cd762053deb3425ef5b5132?option-id=cc5368ee48540c6cb5729418640a33f481f9634511ac3a1baa8b05e6bf5aa3d9,,,US,Coconut Berry Red Bull Energy Drink - Boost Your Performance,,Meta: Discover Coconut Berry Red Bull by Red Bull. Energize your day with a refreshing boost. Shop now for enhanced focus and vitality!
Sugarlands Appalachian Sippin Cream Butter Pecan Cream Liqueur,5abfd3133313b82317b29018,19.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/5ebcd467400036254185fffe/large.png?format=square,0,Sugarlands,"This Butter Pecan cream gives off a smooth aroma of toasted praline and vanilla. The buttery, toasted pecan flavor rounds out into a lingering brûlée aftertaste satisfying even the most demanding sweet tooth.

PAIRINGS & SUGGESTIONS
Mix this sippin’ cream with brown sugar, dates, bacon, vanilla, espresso beans, pralines and blackberry for maximum flavor.

Mix Butter Pecan Cream with your morning coffee or evening bourbon. Serve over ice cream for a sweet treat or substitute milk in your favorite cookie or cake recipe!",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/sugarlands-appalachian-sippin-cream-butter-pecan-cream-liqueur/5abfd3133313b82317b29018?option-id=2bf8c0e51a0982e6c85b4e76071aba9b2bcc6f96efc531fb0f6a865f5e7ba79a,,,US,Butter Pecan Cream Liqueur - Rich & Smooth Sippin' Delight,,Meta: Discover Sugarlands' Butter Pecan Cream Liqueur. Indulge in rich flavors. Perfect for coffee or desserts. Shop now for a sweet treat!
Teremana Blanco Tequila,5e696e9ce220be04a4e17255,3.49 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/6644d1b5629d405073c4fac9/large.png?format=square,0,Teremana,"Founded by Dwayne Johnson, ""The Rock,"" Teremana (meaning spirit of the Earth) uses 100% Premium Blue Weber Highlands Agave grown in Jalisco Mexico that is then roasted in brick ovens before being being distilled in handmade copper pot stills. All of these ingredients come together to produce a super premium tequila with notes of bright citrus and a smooth, fresh finish. Certified gluten free.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/teremana-blanco-tequila/5e696e9ce220be04a4e17255?option-id=a13ec8ddc5049ddff75fc48f6f6adaec882a38194e578160b35a0a8361926cd8,3.5,51.0,US,Premium Teremana Blanco Tequila - 100% Blue Weber Agave,,Meta: Discover Teremana Blanco Tequila by Dwayne Johnson. Enjoy premium quality with citrus notes. Shop now for a smooth finish. Certified gluten-free.
Ron Zacapa Centenario 23Yr Rum,564bd79c69702d5e84060000,42.99 USD,new,in stock,Online,US,en,,2,Zacapa,"Smooth aroma honeyed with caramel and fruitiness. Sweet and mouth-warming with hints of oak, vanilla, dried fruits and some liquorice. The finish is long and sweet with vanilla, coffee, smoke and honey and it has the tiniest amount of marzipan creeping up to the palate.",https://cityhive-production-cdn.cityhive.net/products/65cf9d37b868022be7271899/large.png?format=square,https://legacywineandliquor.com/shop/product/ron-zacapa-centenario-23yr-rum/564bd79c69702d5e84060000?option-id=68931648c90fbde90884e72ee5e8fb5cd5eaef3c8e0a7c4be053f914246ceb43,4.2,21.0,US,Ron Zacapa 23 Year Old Rum - Premium Aged Rum,,"Meta: Discover Ron Zacapa 23 Year Old Rum at [Brand]. Indulge in its rich, smooth flavors. Shop now for a taste of luxury!"
Jim Beam White Label Bourbon,56c270eb75627570b0fb0100,2.49 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,0,Jim Beam,"220 years of experience goes into every bottle of Jim Beam Bourbon. An aging process of four years in new charred oak barrels gives Jim Beam its elegant, refined and smooth character. With a slightly spicy, oaky vanilla aroma, this medium-bodied bourbon brings mellow hints of caramel, vanilla, grain and oak flavor with a lightly sweet, toasted oak finish. Sip it neat, on the rocks or mix it up in any number of bourbon- or whiskey-centered cocktails like a Spring Breeze or Berry Julep. Jim Beam's extra aging creates an elegant, smooth and refined whiskey that pleases with every sip. After seven generations and 30 family members of master distillers, the Jim Beam family tradition continues today. In 2005, Frederick Booker Noe III, the great-grandson of Jim Beam, filled the 10 millionth barrel of Jim Beam, keeping the tradition of Jacob Beam alive for the next generation of bourbon drinkers.",https://cityhive-production-cdn.cityhive.net/products/5ab3d1b68ef90d474b261af7/large.png?format=square,https://legacywineandliquor.com/shop/product/jim-beam-white-label-bourbon/56c270eb75627570b0fb0100?option-id=f93166f8ae875ded56ea270c0e7d2aa56c2885788cf425f73125a7b66f38eb75,4.4,5.0,US,"Jim Beam White Label Bourbon - Smooth, Refined, Aged Perfection",,"Meta: Discover Jim Beam White Label Bourbon. Enjoy smooth, refined flavors. Shop now for the authentic taste of tradition. Perfect for cocktails or sipping."
DR Hans Riesling,66aac5741c2e5128cf5d9029,12.99 USD,new,in stock,Online,US,en,,0,,"Get DR Hans Riesling from Legacy Wine and Liquor, Sanford, FL for $12.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/dr-hans-riesling/66aac5741c2e5128cf5d9029?option-id=6f9128342bd926d8b4641ad544f19a588c34af49178ce07fbddbd4448c716e43,,,US,DR Hans Riesling Wine - Buy Online at Legacy Wine & Liquor,"Discover DR Hans Riesling at Legacy Wine & Liquor, Sanford. Buy now for $12.99!",DR Hans Riesling Wine Bottle from Legacy Wine & Liquor
Malibu Black Caribbean Rum with Coconut Flavored Liqueur,56c296ad756275139d740500,18.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/64921e6ff84a7527070aeda6/large.png?format=square,0,Malibu,"Combining that classic tangy, coconut flavor with a higher-proof rum, Malibu Black is a great addition to coconut rum drinks. It is a bit less sweet than traditional Malibu, making it a top choice among those who prefer their cocktails with a little bite.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/malibu-black-caribbean-rum-with-coconut-flavored-liqueur/56c296ad756275139d740500?option-id=57f31ccff5ca262e5843f93f9162084b70a7e12f6f3cb2fd948751a7f1691938,3.3,3.0,US,Malibu Black Coconut Rum - Bold Caribbean Flavor Liqueur,Discover Malibu Black's bold coconut rum. Elevate your cocktails with our premium blend. Shop now for a unique twist on classic flavors!,Malibu Black Caribbean Rum with Coconut Liqueur Bottle
BACARDI Rum Punch Ready to Serve Premium Rum Cocktail,5eb4298c4231f8282a965f26,9.99 USD,new,out of stock,Online,US,en,"https://cityhive-prod-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://cityhive-prod-cdn.cityhive.net/products/68062318bf3dde25e79e47cb/large.png?format=square",0,Bacardi,"BACARDI Rum Punch Premium Rum Cocktail comes ready to serve with a delicious, tropical flavor. Crafted with a base of award-winning BACARDI Superior Rum, this premium cocktail contains real ingredients, including natural flavors and cane sugar, with no artificial sweeteners for a high-quality flavored rum specialty. This gluten free BACARDI rum cocktail offers a unique blend of fruit juices, including pineapple juice, passion fruit juice and mango juice for a tropical, exotic taste. Great when poured over ice and better with friends, this flavored drink is perfect for cookouts, parties and other social occasions. High quality, always refreshing, full flavored cocktails help create good times and good moments with good people. Please Drink Responsibly.",https://cityhive-prod-cdn.cityhive.net/products/68062318bf3dde25e79e47cb/large.png,https://legacywineandliquor.com/shop/product/bacardi-rum-punch-ready-to-serve-premium-rum-cocktail/5eb4298c4231f8282a965f26?option-id=13bab71dca45417bc6f938ed920331113d750749cbca0f032f54525684c2d597,,,US,BACARDI Rum Punch Tropical Ready-to-Serve Cocktail,,"Meta: Enjoy BACARDI Rum Punch Cocktail, a tropical delight with natural flavors. Perfect for parties. Shop now for premium taste!"
